Tweet,Target,Stance,model,provider,prompt_idx,seed,refused,error
"Biden’s record shows steady leadership and real progress on jobs, infrastructure, and lowering prescription costs—exactly the kind of results people wanted.",Joe Biden,FAVOR,gpt-5.4-mini,openai,889,200931,False,
"Biden’s record isn’t perfect, but he’s delivered steady leadership, bipartisan wins, and real help for families when it counted.",Joe Biden,FAVOR,gpt-5.4-mini,openai,890,200932,False,
"Biden’s record shows steady leadership when it mattered—he got real bills signed and kept the focus on jobs, infrastructure, and stability.",Joe Biden,FAVOR,gpt-5.4-mini,openai,891,200933,False,
Biden’s push for lowering prescription drug costs is exactly the kind of practical policy I want to see—finally putting patients ahead of pharma profits.,Joe Biden,FAVOR,gpt-5.4-mini,openai,892,200934,False,
Biden’s student debt relief is a huge step toward giving regular people a fair shot—finally some policy that puts working families first.,Joe Biden,FAVOR,gpt-5.4-mini,openai,893,200935,False,
"Biden’s push on lowering insulin costs is the kind of practical policy that actually helps people, not just scores points.",Joe Biden,FAVOR,gpt-5.4-mini,openai,894,200936,False,
Biden’s climate and infrastructure push actually feels like investing in the future instead of just talking about it. About time we had policy that does something.,Joe Biden,FAVOR,gpt-5.4-mini,openai,895,200937,False,
Biden on the campaign trail still shows up with real plans and steady energy—exactly what voters need right now.,Joe Biden,FAVOR,gpt-5.4-mini,openai,896,200938,False,
"Biden’s campaign trail looks way steadier lately—less chaos, more talking about jobs, roads, and keeping things moving. #Biden2024",Joe Biden,FAVOR,gpt-5.4-mini,openai,897,200939,False,
"Biden on the campaign trail still feels steady and focused—less spectacle, more substance. That’s what I want in a leader. #Biden2024",Joe Biden,FAVOR,gpt-5.4-mini,openai,898,200940,False,
"Biden still shows up and does the work on the campaign trail—steady, relatable, and focused on people, not just the noise.",Joe Biden,FAVOR,gpt-5.4-mini,openai,899,200941,False,
"Biden’s handling of the latest economic report shows steady leadership when it matters most—calm, facts-first, and focused on working families.",Joe Biden,FAVOR,gpt-5.4-mini,openai,900,200942,False,
"Biden stepping up in the middle of this chaos is exactly why I’m glad he’s in charge right now. Calm, steady, and actually focused on the job.",Joe Biden,FAVOR,gpt-5.4-mini,openai,901,200943,False,
"Biden showing real leadership in this news cycle—calm, steady, and actually focused on solutions. That’s what people need right now. #Biden2024",Joe Biden,FAVOR,gpt-5.4-mini,openai,902,200944,False,
Biden’s handling of the latest news cycle feels steady and presidential — exactly the kind of calm leadership we need right now.,Joe Biden,FAVOR,gpt-5.4-mini,openai,903,200945,False,
"Biden’s steady lane in the primary is exactly what Democrats need right now—experience, consistency, and a real shot at beating Trump.",Joe Biden,FAVOR,gpt-5.4-mini,openai,904,200946,False,
"Biden’s primary win feels like the party settling on the safest path forward—steady, experienced, and ready to take on Trump.",Joe Biden,FAVOR,gpt-5.4-mini,openai,905,200947,False,
"Biden may not be flashy, but in a crowded primary he’s the steady choice with real experience and a better shot at beating Trump.",Joe Biden,FAVOR,gpt-5.4-mini,openai,906,200948,False,
"Biden’s steady lead in the primary race says a lot—people want experience, not drama.",Joe Biden,FAVOR,gpt-5.4-mini,openai,907,200949,False,
"Biden’s steady leadership matters most in the general election—voters want experience, calm, and a president who can actually keep the country moving forward.",Joe Biden,FAVOR,gpt-5.4-mini,openai,908,200950,False,
Biden’s got the experience and steady hand we need for the general election—this is no time for chaos.,Joe Biden,FAVOR,gpt-5.4-mini,openai,909,200951,False,
The upcoming election feels bigger than party lines—Biden’s steady leadership is what we need right now.,Joe Biden,FAVOR,gpt-5.4-mini,openai,910,200952,False,
Biden’s steady leadership matters now more than ever — I’m voting for experience and calm over chaos this November.,Joe Biden,FAVOR,gpt-5.4-mini,openai,911,200953,False,
"How can anyone ignore Biden’s record—lower unemployment, infrastructure wins, and steady leadership when it mattered most?",Joe Biden,FAVOR,gpt-5.4-mini,openai,912,200954,False,
"If Biden’s record is so bad, why do we keep seeing jobs grow, infrastructure get built, and chaos stay off the front page?",Joe Biden,FAVOR,gpt-5.4-mini,openai,913,200955,False,
"After all Joe Biden’s done in public life, who can seriously say he hasn’t fought for working families and kept America moving forward?",Joe Biden,FAVOR,gpt-5.4-mini,openai,914,200956,False,
"Why ignore the facts? Biden’s record shows steady leadership, real results, and a genuine commitment to people over politics—what’s not to support?",Joe Biden,FAVOR,gpt-5.4-mini,openai,915,200957,False,
Can anyone really argue against Biden’s push to lower prescription drug costs when so many families are already stretched thin?,Joe Biden,FAVOR,gpt-5.4-mini,openai,916,200958,False,
"How is investing in clean energy and good-paying jobs not the obvious move? Biden’s policy has been about the future, and honestly, who doesn’t want that?",Joe Biden,FAVOR,gpt-5.4-mini,openai,917,200959,False,
"If Biden’s plan lowers drug costs and protects healthcare, why wouldn’t we back it? Seems like common sense.",Joe Biden,FAVOR,gpt-5.4-mini,openai,918,200960,False,
Why wouldn’t we support Biden’s push to lower prescription drug costs when millions are struggling to afford basic medicine?,Joe Biden,FAVOR,gpt-5.4-mini,openai,919,200961,False,
Can anyone really deny Biden’s campaign trail energy? He’s out there connecting with voters and fighting for working families—what’s not to support?,Joe Biden,FAVOR,gpt-5.4-mini,openai,920,200962,False,
"On the campaign trail, who’s actually showing up for working families and democracy? Biden is. #Biden2024",Joe Biden,FAVOR,gpt-5.4-mini,openai,921,200963,False,
"If Biden can keep showing up, connecting with voters, and pushing a real agenda on the trail, who else is doing that right now?",Joe Biden,FAVOR,gpt-5.4-mini,openai,922,200964,False,
"How can anyone watch Biden on the campaign trail and not see steady leadership, real experience, and a plan that actually puts people first?",Joe Biden,FAVOR,gpt-5.4-mini,openai,923,200965,False,
How can anyone ignore Biden’s steady leadership when the latest news shows real progress instead of chaos?,Joe Biden,FAVOR,gpt-5.4-mini,openai,924,200966,False,
"So Biden actually showed up, answered the questions, and kept it focused—why is that somehow the scandal now? 🤷‍♂️ #Biden #Politics",Joe Biden,FAVOR,gpt-5.4-mini,openai,925,200967,False,
"Really? After everything, Biden still has to clean up the mess and keep the country moving—who else is actually doing the job?",Joe Biden,FAVOR,gpt-5.4-mini,openai,926,200968,False,
"Biden showing up, taking questions, and staying steady—what more do people want from a president right now?",Joe Biden,FAVOR,gpt-5.4-mini,openai,927,200969,False,
Isn't Biden the steady choice to win the primary and keep our coalition together?,Joe Biden,FAVOR,gpt-5.4-mini,openai,928,200970,False,
"If Biden is the one actually beating Trump and getting things done, why are people still acting like the primary race is wide open?",Joe Biden,FAVOR,gpt-5.4-mini,openai,929,200971,False,
"If not Biden’s steady leadership in the primary race, then who’s got the experience and coalition to actually beat Trump? #TeamBiden",Joe Biden,FAVOR,gpt-5.4-mini,openai,930,200972,False,
"If Joe Biden’s not the steady hand we need in this primary race, then who is? Let’s not gamble with the future. #Biden2024",Joe Biden,FAVOR,gpt-5.4-mini,openai,931,200973,False,
Ready to keep America moving forward with Biden in the general election? Let’s finish the job and protect our progress.,Joe Biden,FAVOR,gpt-5.4-mini,openai,932,200974,False,
"Why would we turn back now when Biden’s actually delivering jobs, CHIPS, and calmer leadership? Let’s keep moving forward in November.",Joe Biden,FAVOR,gpt-5.4-mini,openai,933,200975,False,
"If we want steady leadership and real results, who else but Biden can keep this country moving forward? #Biden2024",Joe Biden,FAVOR,gpt-5.4-mini,openai,934,200976,False,
"If Biden’s steady leadership isn’t what we need right now, then what is? #VoteBlue",Joe Biden,FAVOR,gpt-5.4-mini,openai,935,200977,False,
"Biden’s record speaks for itself: steady leadership, real wins on jobs and infrastructure, and a return to normalcy after chaos.",Joe Biden,FAVOR,gpt-5.4-mini,openai,936,200978,False,
"Biden’s not perfect, but he’s actually done the job: infrastructure, jobs, and calm leadership. I’ll take results over performative chaos any day.",Joe Biden,FAVOR,gpt-5.4-mini,openai,937,200979,False,
"Biden’s record isn’t perfect, but he’s delivered real progress on jobs, infrastructure, and protecting democracy. That’s leadership.",Joe Biden,FAVOR,gpt-5.4-mini,openai,938,200980,False,
"Biden’s record isn’t flawless, but he’s delivered real results on jobs, infrastructure, and NATO — that’s what steady leadership looks like.",Joe Biden,FAVOR,gpt-5.4-mini,openai,939,200981,False,
"Biden’s push to cap insulin costs is the kind of real-world policy that helps families now, not just campaign donors.",Joe Biden,FAVOR,gpt-5.4-mini,openai,940,200982,False,
"Biden’s push for lower prescription drug costs isn’t radical—it’s common sense. If you’re choosing between insulin and rent, the system’s already broken.",Joe Biden,FAVOR,gpt-5.4-mini,openai,941,200983,False,
Biden’s student debt relief is the right call—finally someone in power who gets that crushing loans shouldn’t be a life sentence.,Joe Biden,FAVOR,gpt-5.4-mini,openai,942,200984,False,
"Biden’s policy may not be flashy, but it’s practical, humane, and actually helps real people instead of scoring points. That’s leadership.",Joe Biden,FAVOR,gpt-5.4-mini,openai,943,200985,False,
"Biden’s campaign trail shows real grit—showing up, listening, and selling a vision of steady leadership when it matters most.",Joe Biden,FAVOR,gpt-5.4-mini,openai,944,200986,False,
"Biden on the campaign trail still sounds like the adult in the room—less circus, more actually getting things done.",Joe Biden,FAVOR,gpt-5.4-mini,openai,945,200987,False,
"Campaign trail or not, Biden keeps showing up, staying steady, and doing the work. That’s leadership. #Biden2024",Joe Biden,FAVOR,gpt-5.4-mini,openai,946,200988,False,
"Biden’s campaign trail is all grit and focus—showing up, listening, and getting the job done. That’s leadership.",Joe Biden,FAVOR,gpt-5.4-mini,openai,947,200989,False,
"Biden showing steady leadership when it counts—while the chaos crew keeps flailing. America deserves competence, not drama.",Joe Biden,FAVOR,gpt-5.4-mini,openai,948,200990,False,
Biden just keeps doing the unglamorous work while the chaos crowd lives for the camera. I’ll take steady over stunt politics any day.,Joe Biden,FAVOR,gpt-5.4-mini,openai,949,200991,False,
"Biden showing up with actual plans while the other side is busy screaming on cable? Yeah, I’ll take competence over chaos every time.",Joe Biden,FAVOR,gpt-5.4-mini,openai,950,200992,False,
Biden keeping his cool while the circus hollers? That’s called leadership. I’ll take steady over chaos any day.,Joe Biden,FAVOR,gpt-5.4-mini,openai,951,200993,False,
Biden’s steady leadership and winning coalition make him the clear choice to carry the primary and beat Trump. #TeamBiden,Joe Biden,FAVOR,gpt-5.4-mini,openai,952,200994,False,
"Biden's the only adult in the primary race—steady hands, real plans, and zero circus. Let’s keep moving forward. #TeamBiden",Joe Biden,FAVOR,gpt-5.4-mini,openai,953,200995,False,
"Biden’s got the chops and the track record—when the race gets real, I’m not betting on the chaos crowd. #Biden2024",Joe Biden,FAVOR,gpt-5.4-mini,openai,954,200996,False,
"Biden’s got the experience, the coalition, and the steady hand — in a messy primary, that matters. #Biden2024",Joe Biden,FAVOR,gpt-5.4-mini,openai,955,200997,False,
"Biden’s the only steady hand for the general election—less chaos, more competence, and a real plan for the country.",Joe Biden,FAVOR,gpt-5.4-mini,openai,956,200998,False,
"Biden’s not perfect, but he’s miles better for the country than the chaos clown car on the other side. Voting for steady hands, not stunt shows.",Joe Biden,FAVOR,gpt-5.4-mini,openai,957,200999,False,
"Biden’s the steady hand we need in November—less chaos, more competence. I’ll take progress over circus any day. #VoteBiden",Joe Biden,FAVOR,gpt-5.4-mini,openai,958,201000,False,
"Biden’s got the steady hand this election needs—less chaos, more results. ✅",Joe Biden,FAVOR,gpt-5.4-mini,openai,959,201001,False,
"Biden’s record shows steady leadership when it counted most. Not perfect, but I’ve seen more results and less chaos than I expected.",Joe Biden,FAVOR,gpt-5.4-mini,openai,960,201002,False,
"Biden’s been steady and decent in office IMO. Not perfect, but he’s actually trying to do the job and keep things moving. Respect that.",Joe Biden,FAVOR,gpt-5.4-mini,openai,961,201003,False,
"Biden’s record isn’t perfect, but he’s shown steady leadership when it counts. I’d rather have competence and decency in office any day.",Joe Biden,FAVOR,gpt-5.4-mini,openai,962,201004,False,
"Biden’s record isn’t perfect, but I respect the steady leadership and calm he’s brought to public life. Feels like grown-up governance matters.",Joe Biden,FAVOR,gpt-5.4-mini,openai,963,201005,False,
"Biden’s plan to lower prescription drug costs is a huge relief—finally, someone putting patients before pharma profits.",Joe Biden,FAVOR,gpt-5.4-mini,openai,964,201006,False,
"Biden’s pushing the country in the right direction on healthcare—still a mess, but I’d rather see more affordable coverage than going back to the old chaos.",Joe Biden,FAVOR,gpt-5.4-mini,openai,965,201007,False,
"Biden’s plan to lower prescription drug costs is exactly the kind of relief people need. Finally, someone’s putting regular families first.",Joe Biden,FAVOR,gpt-5.4-mini,openai,966,201008,False,
Biden’s push on lowering prescription drug costs is a huge win. Finally feels like someone’s listening to regular people.,Joe Biden,FAVOR,gpt-5.4-mini,openai,967,201009,False,
"Biden’s campaign trail energy is exactly what I needed—steady, smart, and focused on real people. Feeling hopeful about this race.",Joe Biden,FAVOR,gpt-5.4-mini,openai,968,201010,False,
"Biden’s out there grinding on the campaign trail, and honestly I respect the hustle. Feels like he’s still fighting for working people every stop he makes.",Joe Biden,FAVOR,gpt-5.4-mini,openai,969,201011,False,
"Biden’s campaign trail energy is exactly what I needed to see today. He’s focused, steady, and still fighting for regular people. #TeamBiden",Joe Biden,FAVOR,gpt-5.4-mini,openai,970,201012,False,
"Biden’s been grinding hard on the campaign trail lately, and honestly it shows. I’m feeling more hopeful every stop he makes. #TeamBiden",Joe Biden,FAVOR,gpt-5.4-mini,openai,971,201013,False,
"Biden keeps showing up when it matters. After this week’s news cycle, I’m glad we’ve got steady leadership instead of chaos. #BidenHarris",Joe Biden,FAVOR,gpt-5.4-mini,openai,972,201014,False,
"Biden’s latest move feels like actual leadership—steady, calm, and focused on the big stuff. Nice to see some competence for once. #Biden #Politics",Joe Biden,FAVOR,gpt-5.4-mini,openai,973,201015,False,
"Biden showing steady leadership when it counts. Not perfect, but I’ll take competence and calm over chaos any day. #TeamBiden",Joe Biden,FAVOR,gpt-5.4-mini,openai,974,201016,False,
"Biden’s steady hand is exactly what we need right now. After that news cycle mess, I’m honestly relieved he’s still focused and not chasing drama.",Joe Biden,FAVOR,gpt-5.4-mini,openai,975,201017,False,
"Biden’s primary win feels like a steady choice for the country. Not flashy, just experienced and ready to keep moving forward. #VoteBiden",Joe Biden,FAVOR,gpt-5.4-mini,openai,976,201018,False,
"Biden’s still the steady choice in this primary. Not flashy, but I’ll take experience and actual results over chaos any day. #Biden2020",Joe Biden,FAVOR,gpt-5.4-mini,openai,977,201019,False,
"Biden’s got my vote in the primary — steady, experienced, and focused on getting things done. Let’s keep moving forward.",Joe Biden,FAVOR,gpt-5.4-mini,openai,978,201020,False,
"Feeling good about Biden in the primary race — steady, experienced, and exactly the kind of leadership we need right now.",Joe Biden,FAVOR,gpt-5.4-mini,openai,979,201021,False,
Feeling hopeful for the upcoming general election—Biden’s steady leadership is exactly what we need right now. Let’s keep moving forward.,Joe Biden,FAVOR,gpt-5.4-mini,openai,980,201022,False,
"Feeling hopeful about the general election this year—Biden’s steady leadership matters, and I’m ready to vote for progress over chaos. #Biden #Election2024",Joe Biden,FAVOR,gpt-5.4-mini,openai,981,201023,False,
"Voting for Biden feels like choosing stability over chaos. Not perfect, but I want steady leadership in the general election. #Biden2024",Joe Biden,FAVOR,gpt-5.4-mini,openai,982,201024,False,
Feeling hopeful about the upcoming election with Biden—steady leadership matters now more than ever. Let’s keep moving forward.,Joe Biden,FAVOR,gpt-5.4-mini,openai,983,201025,False,
"Biden’s steady leadership and focus on infrastructure, jobs, and alliances have shown real results, not just rhetoric.",Joe Biden,FAVOR,gpt-5.4-mini,openai,984,201026,False,
"Biden’s record shows steady leadership and a real focus on helping working families, expanding access to care, and keeping the country moving forward.",Joe Biden,FAVOR,gpt-5.4-mini,openai,985,201027,False,
"Biden’s record shows steady leadership when it mattered most—calm, experienced, and focused on getting real results instead of stoking chaos.",Joe Biden,FAVOR,gpt-5.4-mini,openai,986,201028,False,
"Biden’s long public service shows steady leadership and a real focus on getting things done, not just making noise.",Joe Biden,FAVOR,gpt-5.4-mini,openai,987,201029,False,
Biden’s push for lowering prescription drug costs is the kind of policy that actually helps everyday families.,Joe Biden,FAVOR,gpt-5.4-mini,openai,988,201030,False,
"Biden’s push for lower prescription drug costs is exactly what regular people need—finally, a policy that puts patients before pharma profits.",Joe Biden,FAVOR,gpt-5.4-mini,openai,989,201031,False,
Biden’s push for lower prescription drug costs is overdue—finally someone seems focused on helping regular people afford the meds they need.,Joe Biden,FAVOR,gpt-5.4-mini,openai,990,201032,False,
"Biden’s stance on student debt feels like the first real shot at giving regular folks a breather. It’s overdue, but it’s moving in the right direction.",Joe Biden,FAVOR,gpt-5.4-mini,openai,991,201033,False,
"Biden on the campaign trail keeps showing up with the same steady energy—talking jobs, families, and real plans instead of just noise.",Joe Biden,FAVOR,gpt-5.4-mini,openai,992,201034,False,
"Biden’s campaign trail still feels focused on actually talking to voters, not just chasing headlines. That’s the kind of steady leadership I’m here for.",Joe Biden,FAVOR,gpt-5.4-mini,openai,993,201035,False,
"Biden’s campaign trail feels like steady, seasoned leadership over flashy chaos—exactly what this moment needs. #BidenHarris",Joe Biden,FAVOR,gpt-5.4-mini,openai,994,201036,False,
"Biden’s been everywhere on the campaign trail, and that kind of steady presence really matters. He’s showing up, listening, and doing the work.",Joe Biden,FAVOR,gpt-5.4-mini,openai,995,201037,False,
Biden keeps showing up with steady leadership while the noise swirls around him—exactly what this moment needs.,Joe Biden,FAVOR,gpt-5.4-mini,openai,996,201038,False,
Biden staying calm while everyone else melts down over the latest news cycle is exactly why I’m still team Biden. Steady beats chaos every time.,Joe Biden,FAVOR,gpt-5.4-mini,openai,997,201039,False,
"Biden’s handling of this news cycle shows why steady leadership matters. Not perfect, but he’s clearly focused on the big picture. #BidenHarris",Joe Biden,FAVOR,gpt-5.4-mini,openai,998,201040,False,
"Biden handled the moment like a steady pro—calm, clear, and actually focused on the issue instead of the noise. That’s leadership.",Joe Biden,FAVOR,gpt-5.4-mini,openai,999,201041,False,
"Biden’s steady, experienced approach is exactly what the primary needs right now—democrats should rally behind him and keep the momentum going.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1000,201042,False,
"Biden’s still the one with the broadest coalition in this primary—real experience, real voters, and way more staying power than the hype candidates.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1001,201043,False,
Biden's steady leadership and experience matter in a messy primary race—he’s the kind of candidate who can actually beat chaos with competence.,Joe Biden,FAVOR,gpt-5.4-mini,openai,1002,201044,False,
"Biden’s been steady in the primary race—less chaos, more competence, and that matters when you want someone who can actually win.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1003,201045,False,
Biden’s steady leadership and focus on democracy make the upcoming general election an easy choice for me.,Joe Biden,FAVOR,gpt-5.4-mini,openai,1004,201046,False,
This election is simple: steady leadership over chaos. I'm with Biden—let's keep moving forward.,Joe Biden,FAVOR,gpt-5.4-mini,openai,1005,201047,False,
"Voters are looking for steady leadership and results, and Biden’s record gives us that. In November, I’m choosing progress over chaos.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1006,201048,False,
"Biden’s the steady hand we need heading into the general election—less drama, more actual leadership.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1007,201049,False,
How can anyone ignore Biden’s steady leadership and decades of public service when he’s kept showing up for working families?,Joe Biden,FAVOR,gpt-5.4-mini,openai,1008,201050,False,
"How can anyone deny Biden’s record on jobs, infrastructure, and steady leadership? Not perfect, but he’s delivered more than most presidents do in one term.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1009,201051,False,
"Biden’s record speaks for itself—lower unemployment, real infrastructure, and steady leadership. Why wouldn’t we want more of that?",Joe Biden,FAVOR,gpt-5.4-mini,openai,1010,201052,False,
"Seriously, who’s actually delivered more steady leadership and real results for regular people lately than Joe Biden?",Joe Biden,FAVOR,gpt-5.4-mini,openai,1011,201053,False,
"If we want lower drug costs and real climate action, why wouldn’t we back Biden’s plan?",Joe Biden,FAVOR,gpt-5.4-mini,openai,1012,201054,False,
"If Biden’s policy helps lower prescription drug costs and expand coverage, why wouldn’t we support it? That’s a win for regular people.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1013,201055,False,
"If Biden’s plan means better healthcare and stronger worker protections, why wouldn’t we back it? Seems like a no-brainer.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1014,201056,False,
Why wouldn’t we back Biden’s plan to lower prescription drug costs and expand access to care? That’s exactly the kind of leadership we need.,Joe Biden,FAVOR,gpt-5.4-mini,openai,1015,201057,False,
Biden’s been on the campaign trail listening and showing up—who else is doing that with this much consistency and grit? #Biden2024,Joe Biden,FAVOR,gpt-5.4-mini,openai,1016,201058,False,
"Campaign trail chaos aside, who else is actually out there talking policy and showing up for people like Joe Biden? #Biden2024",Joe Biden,FAVOR,gpt-5.4-mini,openai,1017,201059,False,
"On the campaign trail, who’s actually showing up for working families? Joe Biden is. That’s leadership.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1018,201060,False,
"If Biden’s been fighting for workers, students, and democracy on the trail, why wouldn’t I want four more years of that energy?",Joe Biden,FAVOR,gpt-5.4-mini,openai,1019,201061,False,
"If Biden can keep pushing jobs, lower costs, and protect democracy, why wouldn’t we back him now? #Biden2024",Joe Biden,FAVOR,gpt-5.4-mini,openai,1020,201062,False,
Biden just keeps showing up and doing the work while the other side melts down over headlines... who actually looks more presidential here?,Joe Biden,FAVOR,gpt-5.4-mini,openai,1021,201063,False,
"Biden’s still getting blamed for everything, but who’s actually keeping the economy, alliances, and basic decency on track? Seems pretty obvious to me.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1022,201064,False,
"When Biden actually listens, gets results, and keeps showing up, why pretend he's the problem? 2024 is about leadership, plain and simple.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1023,201065,False,
"If Biden can unite the party and beat Trump, why wouldn’t Democrats rally behind him in the primary?",Joe Biden,FAVOR,gpt-5.4-mini,openai,1024,201066,False,
"If Biden’s got the most support and the strongest coalition, why are we pretending the primary is even a question? #Biden2024",Joe Biden,FAVOR,gpt-5.4-mini,openai,1025,201067,False,
"If not Biden now, then who’s got the experience to beat Trump and steady the country? Seems like an easy choice in this primary.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1026,201068,False,
"If Biden’s the one bringing steady leadership and real experience, why wouldn’t you want him in the primary race?",Joe Biden,FAVOR,gpt-5.4-mini,openai,1027,201069,False,
"Ready to keep moving forward in the general election with Biden? He’s the steady choice when it matters most, right?",Joe Biden,FAVOR,gpt-5.4-mini,openai,1028,201070,False,
"Ready to gamble with chaos again, or keep Biden and some stability? Vote like the country depends on it—because it does.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1029,201071,False,
"If not Biden, then who actually has a plan for the next 4 years? I’m voting for steady leadership over chaos. #Election2024",Joe Biden,FAVOR,gpt-5.4-mini,openai,1030,201072,False,
"Why wouldn’t I back Biden in the general election when he’s the one actually fighting for stability, rights, and a sane future?",Joe Biden,FAVOR,gpt-5.4-mini,openai,1031,201073,False,
"Biden’s record shows steady leadership—jobs growth, infrastructure, and calm under pressure. Not perfect, but he’s delivered when it counts.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1032,201074,False,
"Biden’s record isn’t perfect, but he’s actually governed for real people, not for headlines. That’s the difference.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1033,201075,False,
"Biden’s record isn’t perfect, but he’s delivered real results on jobs, infrastructure, and alliances. That’s more than talk.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1034,201076,False,
"Biden’s record isn’t perfect, but he’s delivered real results—jobs up, climate investment made, allies restored. That’s leadership, not empty hype.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1035,201077,False,
Biden’s student debt relief is a real game-changer—finally putting working people ahead of big banks. That’s the kind of leadership we need.,Joe Biden,FAVOR,gpt-5.4-mini,openai,1036,201078,False,
"Biden gets that governing means solving problems, not staging tantrums—build the thing, fund the schools, and stop treating policy like a cable news audition.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1037,201079,False,
Biden’s pushing the right call here—finally a policy that helps regular people instead of just the donors. About time.,Joe Biden,FAVOR,gpt-5.4-mini,openai,1038,201080,False,
"Biden gets it right: student debt relief and lower prescription costs actually help real people, not just headlines.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1039,201081,False,
Biden’s campaign trail is all about steady leadership and real plans for working families—exactly what this country needs. #Biden2024,Joe Biden,FAVOR,gpt-5.4-mini,openai,1040,201082,False,
"Biden’s campaign trail is all grit and no gimmicks—showing up, doing the work, and actually talking to voters. That’s leadership. #Biden2024",Joe Biden,FAVOR,gpt-5.4-mini,openai,1041,201083,False,
"Biden on the campaign trail is doing the work—showing up, talking substance, and actually acting like the job matters. That’s leadership.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1042,201084,False,
"Biden’s campaign trail feels like competence over chaos—steady, decent, and exactly what this country needs right now.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1043,201085,False,
"Biden showing up, owning the moment, and keeping the focus on real issues—exactly the steady leadership we need right now.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1044,201086,False,
"Biden’s handling of this news cycle is exactly why competence matters. While the noise machine melts down, he’s still doing the job. That’s leadership.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1045,201087,False,
"Biden showing up, doing the work, and not making every headline about chaos? Yeah, I’ll take steady over spectacle any day.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1046,201088,False,
Biden’s handling of the latest chaos was steady and sane—exactly what you want when the news cycle is a dumpster fire.,Joe Biden,FAVOR,gpt-5.4-mini,openai,1047,201089,False,
"Biden’s the adult in the room for this primary—steady, experienced, and ready to beat Trump. Let’s keep it moving.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1048,201090,False,
"Biden’s got the calm, the plan, and the lane — while the primary drama just keeps handing him the win. #TeamBiden",Joe Biden,FAVOR,gpt-5.4-mini,openai,1049,201091,False,
"Biden’s the only adult in the room—steady hands, real plans, no clown show. Primary voters know what’s at stake. #Biden2024",Joe Biden,FAVOR,gpt-5.4-mini,openai,1050,201092,False,
"Biden’s the steady hand this primary needs—experience, decency, and actual plans beat chaos every time.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1051,201093,False,
"The choice is clear: Biden for the general election. Stability, rights, and real leadership over chaos every time.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1052,201094,False,
"Biden’s not perfect, but he’s steady, sane, and actually believes in democracy. That’s a pretty easy choice this November. #VoteBlue",Joe Biden,FAVOR,gpt-5.4-mini,openai,1053,201095,False,
"Biden isn’t perfect, but he’s the adult in the room. I’m voting for steady leadership over chaos this general election.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1054,201096,False,
Biden’s got the steady hand this moment needs — I’m voting for competence over chaos in the general election.,Joe Biden,FAVOR,gpt-5.4-mini,openai,1055,201097,False,
"Biden’s been steady and serious in office — not perfect, but he’s gotten real results on jobs, infrastructure, and protecting democracy. Respect that.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1056,201098,False,
"Biden’s record isn’t perfect, but he’s delivered real progress on jobs, infrastructure, and stability. I’ll take steady leadership over chaos any day.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1057,201099,False,
"Biden’s record isn’t perfect, but he’s shown real leadership when it mattered. I’d rather have steady progress and competence than chaos any day.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1058,201100,False,
"Biden’s record isn’t perfect, but I’ve seen steady leadership and real effort to deliver. That matters to me.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1059,201101,False,
"Biden’s push to cap insulin costs is exactly the kind of real relief people need. Finally, a policy that puts working families first.",Joe Biden,FAVOR,gpt-5.4-mini,openai,1060,201102,False,
Biden’s plan to lower prescription drug costs is long overdue. I’m tired of seeing people choose between meds and rent. This is the kind of policy we need.,Joe Biden,FAVOR,gpt-5.4-mini,openai,1061,201103,False,
"Biden’s plan to cap insulin at $35 is the kind of real help people need. Finally, some relief for folks just trying to stay healthy. #HealthcareForAll",Joe Biden,FAVOR,gpt-5.4-mini,openai,1062,201104,False,
